family,display_name,node_id,source_url,source_sha256,page_version_badge,inputs,outputs,dynamic_inputs,defaults,animation,arrays_groups,errors,resources,edge_behavior,build_availability,status,prerequisite,fixture
mkfx,MK Isoextrude,Node_MK_Isoextrude,https://docs.pixel-composer.com/nodes/mkfx/3d/mk_isoextrude.html,8c79b7cc9f35e53aca944e041d20b4acc986ca0379872fe997fe7b4ff37d7187,pre 1.18,"[{""type"":""vec2"",""name"":""Dimension""},{""type"":""surface"",""name"":""Surface Base""},{""type"":""surface"",""name"":""Surface Side""},{""type"":""surface"",""name"":""Surface Top""},{""type"":""surface"",""name"":""Height Map""},{""type"":""surface"",""name"":""Bottom Map""},{""type"":""surface"",""name"":""L Side Map""},{""type"":""surface"",""name"":""R Side Map""},{""type"":""enum"",""name"":""Side""},{""type"":""float"",""name"":""Depth""},{""type"":""float"",""name"":""Depth Ref""},{""type"":""rotation"",""name"":""Rotation""},{""type"":""vec2"",""name"":""Scale""},{""type"":""bool"",""name"":""Use Hole""},{""type"":""enum"",""name"":""Mixing""},{""type"":""surface"",""name"":""Hole Map 1""},{""type"":""surface"",""name"":""Hole Map 2""},{""type"":""bool"",""name"":""Use Profile""},{""type"":""curve"",""name"":""Profile""},{""type"":""gradient"",""name"":""Blending""}]","[{""type"":""surface"",""name"":""Surface Out""},{""type"":""surface"",""name"":""Depth""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Blinker,Node_MK_Blinker,https://docs.pixel-composer.com/nodes/mkfx/animation/mk_blinker.html,f20559dfdde8b7cde0dc60d1c5b3b5a5611ef087ef8a05737e40fc2325220311,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Amount""},{""type"":""palette"",""name"":""Target Colors""},{""type"":""palette"",""name"":""Light Colors""},{""type"":""slider"",""name"":""Tolerance""},{""type"":""bool"",""name"":""Glow""},{""type"":""slider"",""name"":""Size""},{""type"":""slider"",""name"":""Strength""}]","[{""type"":""surface"",""name"":""Surface Out""},{""type"":""surface"",""name"":""Light Only""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Delay Machine,Node_MK_Delay_Machine,https://docs.pixel-composer.com/nodes/mkfx/animation/mk_delay_machine.html,5d8d7c91b1b9b5ee994ac5a57576ec1f23b37d12be74c5ed8fa63dd018c7990a,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""int"",""name"":""Delay Amounts""},{""type"":""int"",""name"":""Delay Frames""},{""type"":""enum"",""name"":""Overflow""},{""type"":""bool"",""name"":""Invert""},{""type"":""vec2"",""name"":""Position""},{""type"":""rotation"",""name"":""Rotation""},{""type"":""vec2"",""name"":""Scale""},{""type"":""palette"",""name"":""Blend Over Delay""},{""type"":""enum"",""name"":""Palette Select""},{""type"":""curve"",""name"":""Alpha Over Delay""},{""type"":""enum"",""name"":""Blend Mode""}]","[{""type"":""surface"",""name"":""Surface""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Fracture,Node_MK_Fracture,https://docs.pixel-composer.com/nodes/mkfx/animation/mk_fracture.html,6bbcb7cf7546c7e6f609bd60d6fcfc087d33f64fc1f3d783878dc14f5d9c410e,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""vec2"",""name"":""Subdivision""},{""type"":""slider"",""name"":""Progress""},{""type"":""enum"",""name"":""Brick Axis""},{""type"":""slider"",""name"":""Brick Shift""},{""type"":""slider"",""name"":""Skew""},{""type"":""vec2"",""name"":""Movement""},{""type"":""rotation"",""name"":""Rotation""},{""type"":""slider"",""name"":""Scale""},{""type"":""float"",""name"":""Gravity""},{""type"":""slider"",""name"":""Alpha""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Parallax,Node_MK_Parallax,https://docs.pixel-composer.com/nodes/mkfx/animation/mk_parallax.html,9cb30b48bed5655cb3ce1afd5885a1a97f49183f5cd6de267c72589c87c048aa,pre 1.18,[],"[{""type"":""surface"",""name"":""Surface Out""}]","[{""type"":""surface"",""name"":""Surface {_S}""},{""type"":""vec2"",""name"":""Position {_S}""},{""type"":""vec2"",""name"":""Parallax {_S}""},{""type"":""float"",""name"":""Depth {_S}""}]",unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Pile,Node_MK_Pile,https://docs.pixel-composer.com/nodes/mkfx/composite/mk_pile.html,4e982f6231268774229550327847b185f289667171ca0bb4417f432aac8f7c76,pre 1.18,"[{""type"":""vec2"",""name"":""Dimension""},{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Array Select""},{""type"":""enum"",""name"":""Pattern""},{""type"":""float"",""name"":""Depth""},{""type"":""float"",""name"":""Depth Adjustment""},{""type"":""vec2"",""name"":""Origin""},{""type"":""int"",""name"":""Amount""},{""type"":""range"",""name"":""Angles Of Repose""},{""type"":""vec2"",""name"":""Column Shift""},{""type"":""float"",""name"":""Center Bias""},{""type"":""slider"",""name"":""Shuffle""},{""type"":""range"",""name"":""X Offset""},{""type"":""range"",""name"":""Y Offset""},{""type"":""int"",""name"":""Amount""},{""type"":""range"",""name"":""Range""}]","[{""type"":""surface"",""name"":""Surface Out""},{""type"":""float"",""name"":""Positions""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Tile,Node_MK_Tile,https://docs.pixel-composer.com/nodes/mkfx/composite/mk_tile.html,4f630a4526bad45b5010c101bab2b65eb849629c296639625a90876003eb48a5,pre 1.18,"[{""type"":""surface"",""name"":""Tile""},{""type"":""surface"",""name"":""Background""},{""type"":""enum"",""name"":""Type""},{""type"":""ipadding"",""name"":""Crop""},{""type"":""bool"",""name"":""Exclude Empty""},{""type"":""enum"",""name"":""Edge Type""},{""type"":""enum"",""name"":""Edge Sprite""},{""type"":""enum"",""name"":""Edge Transform""},{""type"":""ipadding"",""name"":""Edge Shift""},{""type"":""toggle"",""name"":""Full Edge""},{""type"":""toggle"",""name"":""Inner Edge""},{""type"":""ipadding"",""name"":""Inner Edge Shift""},{""type"":""surface"",""name"":""Edge""},{""type"":""surface"",""name"":""Edge Bottom""},{""type"":""surface"",""name"":""Edge Left""},{""type"":""surface"",""name"":""Edge Right""},{""type"":""enum"",""name"":""Output Type""},{""type"":""bool"",""name"":""Sort Array By Bit""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Drip,Node_MK_Drip,https://docs.pixel-composer.com/nodes/mkfx/filter/mk_drip.html,aa5a935bd2ac023ceb1aa26daccc4d9c368ef4baf448605a0a7ea767c4d8c7e8,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""float"",""name"":""Density""},{""type"":""vec2"",""name"":""Offset""},{""type"":""slider"",""name"":""Randomness""},{""type"":""range"",""name"":""Level""},{""type"":""enum"",""name"":""Type""},{""type"":""rotation"",""name"":""Direction""},{""type"":""vec2"",""name"":""Center""},{""type"":""range"",""name"":""Distance""},{""type"":""range"",""name"":""Thickness""},{""type"":""range"",""name"":""Threshold""},{""type"":""bool"",""name"":""Dripping""},{""type"":""float"",""name"":""Frequency""},{""type"":""range"",""name"":""Amplitude""},{""type"":""float"",""name"":""Phase""},{""type"":""float"",""name"":""Speed""},{""type"":""bool"",""name"":""Use Blobify""},{""type"":""float"",""name"":""Blobify""},{""type"":""slider"",""name"":""Threshold""},{""type"":""enum"",""name"":""Blend Mode""},{""type"":""gradient"",""name"":""Drip Color""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK Grass,Node_MK_Grass,https://docs.pixel-composer.com/nodes/mkfx/filter/mk_grass.html,2916acbafaf72db3c476ebb5533698daf7023b8b5c804ee51170410deafddf39,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Source""},{""type"":""area"",""name"":""Area""},{""type"":""surface"",""name"":""Mask""},{""type"":""vec2"",""name"":""Picker""},{""type"":""slider"",""name"":""Picker Threshold""},{""type"":""color"",""name"":""Sample Color""},{""type"":""slider"",""name"":""Sample Threshold""},{""type"":""enum"",""name"":""Shape""},{""type"":""slider"",""name"":""Ratio""},{""type"":""range"",""name"":""Size""},{""type"":""slider"",""name"":""Spread""},{""type"":""float"",""name"":""Extra""},{""type"":""range"",""name"":""Sway X""},{""type"":""surface"",""name"":""Grass Surface""},{""type"":""slider"",""name"":""Distribution""},{""type"":""int"",""name"":""Level""},{""type"":""slider"",""name"":""Sharpness""},{""type"":""float"",""name"":""Noise Scale""},{""type"":""int"",""name"":""Noise Detail""},{""type"":""bool"",""name"":""Draw Original""},{""type"":""enum"",""name"":""Render Type""},{""type"":""gradient"",""name"":""Colors""},{""type"":""slider"",""name"":""Color Variance""},{""type"":""bool"",""name"":""Fill Ground""},{""type"":""color"",""name"":""Ground""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
mkfx,MK GridBalls,Node_MK_GridBalls,https://docs.pixel-composer.com/nodes/mkfx/filter/mk_gridballs.html,5c5b8a6e1f2dc7046ebf6c196222683d9614c9b86562c7b27574d2cbc8f9c994,pre 1.18,"[{""type"":""vec2"",""name"":""Dimension""},{""type"":""surface"",""name"":""Surface In""},{""type"":""vec2"",""name"":""Amount""},{""type"":""vec2"",""name"":""Position""},{""type"":""float"",""name"":""Ball Size""},{""type"":""range"",""name"":""Scale""},{""type"":""bool"",""name"":""Scatter Use""},{""type"":""float"",""name"":""Amount""},{""type"":""rotation"",""name"":""Phase""},{""type"":""bool"",""name"":""Stretch Use""},{""type"":""float"",""name"":""Amount""},{""type"":""rotation"",""name"":""Selection""},{""type"":""rotation"",""name"":""Direction""},{""type"":""slider"",""name"":""Shift""},{""type"":""bool"",""name"":""Twist Use""},{""type"":""float"",""name"":""Amount""},{""type"":""rotation"",""name"":""Axis""},{""type"":""slider"",""name"":""Shift""},{""type"":""slider"",""name"":""Roundness""},{""type"":""rotation"",""name"":""Light""},{""type"":""slider"",""name"":""Light Offset""},{""type"":""float"",""name"":""Light Height""},{""type"":""slider"",""name"":""Shading""},{""type"":""bool"",""name"":""Cull Transparent""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
